,scoredFor,xGF_before,xGF_after,xGA_before,xGA_after,time_before,time_after,anyone_switch,forw_switch,def_switch,us,them,score_dif
126,0,0.0,0.0,0.0,0.0,29.0,41.0,0,0,0,"(8474250.0, 8475913.0, 8474571.0, 8476879.0, 8479320.0)","(8475786.0, 8478483.0, 8475166.0, 8468493.0, 8476853.0)",
127,1,0.0,0.0,0.0,0.0,29.0,41.0,0,0,0,"(8475786.0, 8478483.0, 8475166.0, 8468493.0, 8476853.0)","(8474250.0, 8475913.0, 8474571.0, 8476879.0, 8479320.0)",
128,0,0.0,0.0,0.0,0.0,41.0,38.0,0,0,0,"(8476288.0, 8478400.0, 8475168.0, 8475227.0, 8474697.0)","(8466139.0, 8479318.0, 8474589.0, 8479458.0, 8474581.0)",
129,1,0.0,0.0,0.0,0.0,41.0,34.0,0,0,0,"(8466139.0, 8479318.0, 8474589.0, 8479458.0, 8474581.0)","(8476288.0, 8478400.0, 8475168.0, 8475227.0, 8474697.0)",
130,1,0.0,0.0,0.0,0.0,1.0,32.0,0,0,1,"(8474250.0, 8475913.0, 8474571.0, 8476331.0, 8478469.0)","(8466139.0, 8479318.0, 8474589.0, 8479458.0, 8474581.0)",
131,0,0.0,0.0,0.0,0.0,24.0,32.0,0,0,0,"(8466139.0, 8479318.0, 8474589.0, 8479458.0, 8474581.0)","(8474250.0, 8475913.0, 8474571.0, 8476331.0, 8478469.0)",
132,1,0.0,0.0,0.0,0.0,3.0,31.0,0,0,0,"(8476288.0, 8478400.0, 8476919.0, 8476331.0, 8478469.0)","(8475172.0, 8477015.0, 8476410.0, 8476853.0, 8480943.0)",
133,0,0.0,0.0,0.0,0.0,3.0,31.0,0,0,0,"(8475172.0, 8477015.0, 8476410.0, 8476853.0, 8480943.0)","(8476288.0, 8478400.0, 8476919.0, 8476331.0, 8478469.0)",
134,1,0.0,0.0,0.0,0.0,8.0,14.0,0,0,1,"(8476919.0, 8471676.0, 8480029.0, 8476331.0, 8478469.0)","(8475172.0, 8477015.0, 8476410.0, 8478408.0, 8480943.0)",
135,0,0.0,0.0,0.0,0.0,8.0,14.0,0,0,1,"(8475172.0, 8477015.0, 8476410.0, 8478408.0, 8480943.0)","(8476919.0, 8471676.0, 8480029.0, 8476331.0, 8478469.0)",
136,1,0.020719400000000002,0.0,0.0,0.22489499999999998,0.0,36.0,0,0,1,"(8476456.0, 8476389.0, 8474884.0, 8475755.0, 8479439.0)","(8473986.0, 8478519.0, 8478472.0, 8471958.0, 8475167.0)",
137,0,0.0,0.0,0.020719400000000002,0.0,0.0,10.0,0,0,0,"(8473986.0, 8478519.0, 8478472.0, 8471958.0, 8475167.0)","(8476456.0, 8476389.0, 8474884.0, 8475755.0, 8479439.0)",
138,0,0.0,0.0,0.0520362,0.0,19.0,34.0,0,0,1,"(8477934.0, 8479977.0, 8473473.0, 8477498.0, 8476988.0)","(8480002.0, 8475151.0, 8475791.0, 8472382.0, 8476923.0)",
139,1,0.0520362,0.0,0.0,0.0,19.0,11.0,0,0,1,"(8480002.0, 8475151.0, 8475791.0, 8472382.0, 8476923.0)","(8477934.0, 8479977.0, 8473473.0, 8477498.0, 8476988.0)",
140,0,0.0,0.0,0.0,0.0,20.0,34.0,0,0,0,"(8476356.0, 8470803.0, 8475178.0, 8471729.0, 8480803.0)","(8471233.0, 8477961.0, 8477425.0, 8472382.0, 8476923.0)",
141,1,0.0,0.0,0.0,0.0,20.0,34.0,1,1,1,"(8471233.0, 8477961.0, 8477425.0, 8472382.0, 8476923.0)","(8476356.0, 8470803.0, 8475178.0, 8471729.0, 8480803.0)",
142,0,0.0,0.0,0.0,0.0,17.0,28.0,0,0,0,"(8476356.0, 8470803.0, 8475178.0, 8477498.0, 8476988.0)","(8471233.0, 8477961.0, 8477425.0, 8477355.0, 8473933.0)",
143,1,0.0,0.0,0.0,0.0,19.0,28.0,0,0,0,"(8471233.0, 8477961.0, 8477425.0, 8477355.0, 8473933.0)","(8476356.0, 8470803.0, 8475178.0, 8477498.0, 8476988.0)",
144,1,0.0,0.0,0.0,0.0,33.0,5.0,0,0,0,"(8477934.0, 8478402.0, 8473473.0, 8471729.0, 8480803.0)","(8480002.0, 8475151.0, 8475791.0, 8472382.0, 8476923.0)",
145,0,0.0,0.0,0.0,0.0,21.0,5.0,0,0,0,"(8480002.0, 8475151.0, 8475791.0, 8472382.0, 8476923.0)","(8477934.0, 8478402.0, 8473473.0, 8471729.0, 8480803.0)",
146,1,0.24958000000000002,0.0,0.0,0.0,6.0,44.0,0,0,0,"(8475793.0, 8476887.0, 8478042.0, 8475218.0, 8474056.0)","(8474586.0, 8478445.0, 8478463.0, 8476917.0, 8477506.0)",
147,0,0.0,0.0,0.24958000000000002,0.0,6.0,44.0,0,0,0,"(8474586.0, 8478445.0, 8478463.0, 8476917.0, 8477506.0)","(8475793.0, 8476887.0, 8478042.0, 8475218.0, 8474056.0)",
148,0,0.0,0.0,0.25200700000000004,0.0,1.0,20.0,0,1,0,"(8475793.0, 8476887.0, 8478042.0, 8474600.0, 8474056.0)","(8474573.0, 8478445.0, 8478463.0, 8474066.0, 8477506.0)",
149,1,0.25200700000000004,0.0,0.0,0.0,1.0,20.0,0,0,0,"(8474573.0, 8478445.0, 8478463.0, 8474066.0, 8477506.0)","(8475793.0, 8476887.0, 8478042.0, 8474600.0, 8474056.0)",
150,1,0.0602653,0.0,0.0,0.0,6.0,0.0,1,1,1,"(8476925.0, 8474009.0, 8477451.0, 8475218.0, 8474056.0)","(8474573.0, 8478445.0, 8478463.0, 8474579.0, 8470187.0)",
151,0,0.0,0.0,0.0602653,0.0,6.0,0.0,1,1,1,"(8474573.0, 8478445.0, 8478463.0, 8474579.0, 8470187.0)","(8476925.0, 8474009.0, 8477451.0, 8475218.0, 8474056.0)",
152,0,0.0,0.0,0.0,0.0,18.0,162.0,0,0,0,"(8475714.0, 8477919.0, 8477942.0, 8475218.0, 8474056.0)","(8479206.0, 8473463.0, 8470047.0, 8474579.0, 8470187.0)",
153,1,0.0,0.0,0.0,0.0,18.0,22.0,0,0,0,"(8479206.0, 8473463.0, 8470047.0, 8474579.0, 8470187.0)","(8475714.0, 8477919.0, 8477942.0, 8475218.0, 8474056.0)",
154,1,0.0,0.0,0.0,0.0,15.0,22.0,0,0,0,"(8474068.0, 8475225.0, 8475714.0, 8475176.0, 8474600.0)","(8479206.0, 8478445.0, 8478463.0, 8474579.0, 8470187.0)",
155,0,0.0,0.0,0.0,0.0,0.0,37.0,0,0,0,"(8479206.0, 8478445.0, 8478463.0, 8474579.0, 8470187.0)","(8474068.0, 8475225.0, 8475714.0, 8475176.0, 8474600.0)",
156,1,0.0,0.0,0.0,0.0,6.0,0.0,0,0,0,"(8475793.0, 8476887.0, 8478042.0, 8475868.0, 8474134.0)","(8474573.0, 8478445.0, 8478463.0, 8475181.0, 8474066.0)",
157,0,0.0,0.0,0.0,0.0,6.0,0.0,0,1,0,"(8474573.0, 8478445.0, 8478463.0, 8475181.0, 8474066.0)","(8475793.0, 8476887.0, 8478042.0, 8475868.0, 8474134.0)",
158,1,0.22503800000000002,0.0,0.0,0.0,2.0,0.0,0,1,0,"(8475848.0, 8476479.0, 8475193.0, 8473507.0, 8476422.0)","(8478866.0, 8473544.0, 8475810.0, 8476874.0, 8471677.0)",
159,0,0.0,0.0,0.22503800000000002,0.0,2.0,0.0,0,1,0,"(8478866.0, 8473544.0, 8475810.0, 8476874.0, 8471677.0)","(8475848.0, 8476479.0, 8475193.0, 8473507.0, 8476422.0)",
160,1,0.001,0.0,0.0,0.018196900000000002,35.0,30.0,0,0,0,"(8480829.0, 8474038.0, 8477476.0, 8473507.0, 8479376.0)","(8464989.0, 8475772.0, 8478466.0, 8476874.0, 8471677.0)",
161,0,0.0,0.018196900000000002,0.001,0.0,35.0,30.0,0,0,0,"(8464989.0, 8475772.0, 8478466.0, 8476874.0, 8471677.0)","(8480829.0, 8474038.0, 8477476.0, 8473507.0, 8479376.0)",
162,1,0.0,0.0,0.0,0.0,13.0,0.0,0,0,1,"(8477503.0, 8474038.0, 8477476.0, 8473507.0, 8479376.0)","(8471215.0, 8473548.0, 8474176.0, 8475208.0, 8471724.0)",
163,0,0.0,0.0,0.0,0.0,13.0,46.0,0,0,0,"(8471215.0, 8473548.0, 8474176.0, 8475208.0, 8471724.0)","(8477503.0, 8474038.0, 8477476.0, 8473507.0, 8479376.0)",
164,0,0.0,0.0,0.0,0.0,9.0,0.0,0,0,0,"(8476469.0, 8477476.0, 8477494.0, 8473507.0, 8479376.0)","(8464989.0, 8475772.0, 8478466.0, 8475208.0, 8471724.0)",
165,1,0.0,0.0,0.0,0.0,9.0,38.0,0,0,0,"(8464989.0, 8475772.0, 8478466.0, 8475208.0, 8471724.0)","(8476469.0, 8477476.0, 8477494.0, 8473507.0, 8479376.0)",
166,1,0.0,0.0,0.0,0.0,3.0,42.0,0,0,1,"(8480829.0, 8476381.0, 8476948.0, 8476422.0, 8478454.0)","(8464989.0, 8475772.0, 8478466.0, 8474602.0, 8476467.0)",
167,0,0.0,0.0,0.0,0.0,45.0,27.0,0,0,0,"(8464989.0, 8475772.0, 8478466.0, 8474602.0, 8476467.0)","(8480829.0, 8476381.0, 8476948.0, 8476422.0, 8478454.0)",
168,0,0.00779135,0.0,0.1510501,0.0,47.0,0.0,0,0,0,"(8473412.0, 8473618.0, 8479339.0, 8474574.0, 8476476.0)","(8475794.0, 8471228.0, 8473994.0, 8476941.0, 8471392.0)",0.0
169,1,0.1510501,0.0,0.0,0.0,10.0,0.0,0,0,1,"(8475794.0, 8471228.0, 8473994.0, 8476941.0, 8471392.0)","(8473412.0, 8473618.0, 8479339.0, 8474574.0, 8476476.0)",0.0
170,1,0.0,0.0,0.0,0.0,0.0,35.0,0,0,0,"(8473412.0, 8478398.0, 8476885.0, 8470834.0, 8477504.0)","(8476913.0, 8471260.0, 8480036.0, 8470760.0, 8471392.0)",
171,0,0.0,0.0,0.0,0.0,0.0,52.0,0,0,0,"(8476913.0, 8471260.0, 8480036.0, 8470760.0, 8471392.0)","(8473412.0, 8478398.0, 8476885.0, 8470834.0, 8477504.0)",
172,0,0.0,0.0,0.0,0.0,2.0,0.0,0,0,0,"(8473412.0, 8479339.0, 8477940.0, 8476885.0, 8474574.0)","(8475794.0, 8471228.0, 8473994.0, 8480036.0, 8470760.0)",
173,1,0.0,0.0,0.0,0.0,2.0,22.0,0,0,1,"(8475794.0, 8471228.0, 8473994.0, 8480036.0, 8470760.0)","(8473412.0, 8479339.0, 8477940.0, 8476885.0, 8474574.0)",
174,0,0.0,0.0,0.505924,0.0,28.0,30.0,0,0,0,"(8473573.0, 8480144.0, 8470543.0, 8470607.0, 8475430.0)","(8475158.0, 8475765.0, 8474034.0, 8474565.0, 8478407.0)",-1.0
175,1,0.505924,0.0,0.0,0.0,11.0,30.0,0,0,0,"(8475158.0, 8475765.0, 8474034.0, 8474565.0, 8478407.0)","(8473573.0, 8480144.0, 8470543.0, 8470607.0, 8475430.0)",1.0
176,1,0.208592,0.0,0.0,0.0,1.0,0.0,0,0,0,"(8473604.0, 8480946.0, 8479337.0, 8480172.0, 8476979.0)","(8475098.0, 8470257.0, 8474102.0, 8470151.0, 8474565.0)",
177,0,0.0,0.0,0.208592,0.0,1.0,0.0,0,1,0,"(8475098.0, 8470257.0, 8474102.0, 8470151.0, 8474565.0)","(8473604.0, 8480946.0, 8479337.0, 8480172.0, 8476979.0)",
178,1,0.0,0.0,0.0,0.0,13.0,33.0,0,0,0,"(8477951.0, 8474141.0, 8476438.0, 8480172.0, 8476979.0)","(8475158.0, 8475765.0, 8474034.0, 8470151.0, 8478407.0)",
179,0,0.0,0.0,0.0,0.0,13.0,33.0,0,0,0,"(8475158.0, 8475765.0, 8474034.0, 8470151.0, 8478407.0)","(8477951.0, 8474141.0, 8476438.0, 8480172.0, 8476979.0)",
180,1,0.0,0.0,0.0,0.0,1.0,10.0,0,0,1,"(8477951.0, 8475323.0, 8474141.0, 8470607.0, 8475430.0)","(8475098.0, 8470257.0, 8474102.0, 8474565.0, 8478407.0)",
181,0,0.0,0.0,0.0,0.0,17.0,10.0,0,0,0,"(8475098.0, 8470257.0, 8474102.0, 8474565.0, 8478407.0)","(8477951.0, 8475323.0, 8474141.0, 8470607.0, 8475430.0)",
182,0,0.0,0.0,0.0,0.0,22.0,11.0,0,0,0,"(8473604.0, 8480946.0, 8479337.0, 8470607.0, 8475430.0)","(8475170.0, 8475768.0, 8477964.0, 8471761.0, 8476892.0)",
183,1,0.0,0.0,0.0,0.0,22.0,11.0,0,0,0,"(8475170.0, 8475768.0, 8477964.0, 8471761.0, 8476892.0)","(8473604.0, 8480946.0, 8479337.0, 8470607.0, 8475430.0)",
184,1,0.0,0.0,0.0,0.0,35.0,61.0,0,0,0,"(8473604.0, 8480946.0, 8479337.0, 8470281.0, 8480035.0)","(8477964.0, 8475158.0, 8470257.0, 8471761.0, 8474565.0)",
185,0,0.0,0.0,0.0,0.0,27.0,21.0,0,0,0,"(8477964.0, 8475158.0, 8470257.0, 8471761.0, 8474565.0)","(8473604.0, 8480946.0, 8479337.0, 8470281.0, 8480035.0)",
186,0,0.0,0.0,0.0171527,0.0,8.0,29.0,0,0,1,"(8475715.0, 8477846.0, 8477931.0, 8475750.0, 8474207.0)","(8475745.0, 8478493.0, 8478413.0, 8470600.0, 8476856.0)",
187,1,0.0171527,0.0,0.0,0.0,8.0,29.0,0,0,0,"(8475745.0, 8478493.0, 8478413.0, 8470600.0, 8476856.0)","(8475715.0, 8477846.0, 8477931.0, 8475750.0, 8474207.0)",
188,0,0.0,0.0,0.36526371,0.0,8.0,24.0,0,0,0,"(8479974.0, 8474161.0, 8478067.0, 8477850.0, 8473584.0)","(8477021.0, 8479370.0, 8474569.0, 8473446.0, 8479398.0)",0.0
189,1,0.36526371,0.0,0.00998353,0.0,29.0,24.0,0,0,0,"(8477021.0, 8479370.0, 8474569.0, 8473446.0, 8479398.0)","(8479974.0, 8474161.0, 8478067.0, 8477850.0, 8473584.0)",0.0
190,1,0.3820819999999999,0.0,0.0,0.0,1.0,28.0,0,0,1,"(8478439.0, 8476461.0, 8473512.0, 8477948.0, 8477850.0)","(8480326.0, 8477492.0, 8478420.0, 8473446.0, 8477507.0)",-1.0
191,0,0.0,0.0,0.3820819999999999,0.0,1.0,18.0,0,0,0,"(8480326.0, 8477492.0, 8478420.0, 8473446.0, 8477507.0)","(8478439.0, 8476461.0, 8473512.0, 8477948.0, 8477850.0)",1.0
192,0,0.0,0.0,0.18681369999999997,0.0,33.0,0.0,0,0,0,"(8479974.0, 8474161.0, 8478067.0, 8477948.0, 8477850.0)","(8480326.0, 8474685.0, 8477456.0, 8473446.0, 8479398.0)",
193,1,0.17353639999999998,0.0,0.0,0.0,16.0,0.0,0,0,1,"(8480326.0, 8474685.0, 8477456.0, 8473446.0, 8479398.0)","(8479974.0, 8474161.0, 8478067.0, 8477948.0, 8477850.0)",
194,1,0.0,0.0,0.0,0.0,45.0,0.0,0,0,0,"(8478844.0, 8474190.0, 8477290.0, 8477948.0, 8477850.0)","(8477021.0, 8479370.0, 8474569.0, 8477507.0, 8474717.0)",
195,0,0.0,0.0,0.0,0.0,45.0,29.0,0,0,0,"(8477021.0, 8479370.0, 8474569.0, 8477507.0, 8474717.0)","(8478844.0, 8474190.0, 8477290.0, 8477948.0, 8477850.0)",
196,1,0.0,0.0,0.0,0.0,33.0,32.0,0,0,0,"(8474641.0, 8475164.0, 8480031.0, 8475764.0, 8476312.0)","(8474613.0, 8475209.0, 8477943.0, 8471769.0, 8475246.0)",
197,0,0.0,0.0,0.0,0.0,0.0,32.0,0,0,0,"(8474613.0, 8475209.0, 8477943.0, 8471769.0, 8475246.0)","(8474641.0, 8475164.0, 8480031.0, 8475764.0, 8476312.0)",
198,0,0.0,0.035303100000000004,0.098303,0.0525203,12.0,35.0,0,0,0,"(8474091.0, 8477353.0, 8477937.0, 8475690.0, 8471303.0)","(8477497.0, 8477496.0, 8476346.0, 8470966.0, 8474673.0)",
199,1,0.098303,0.0525203,0.0,0.035303100000000004,12.0,39.0,0,0,0,"(8477497.0, 8477496.0, 8476346.0, 8470966.0, 8474673.0)","(8474091.0, 8477353.0, 8477937.0, 8475690.0, 8471303.0)",
200,1,0.2358136,0.0,0.0,0.0,12.0,25.0,0,1,0,"(8480012.0, 8477958.0, 8470626.0, 8474584.0, 8475690.0)","(8477497.0, 8477496.0, 8476346.0, 8474774.0, 8478396.0)",-1.0
201,0,0.079321,0.0,0.2358136,0.0182019,96.0,50.0,0,0,0,"(8477497.0, 8477496.0, 8476346.0, 8474774.0, 8478396.0)","(8480012.0, 8477958.0, 8470626.0, 8474584.0, 8475690.0)",1.0
202,0,0.0,0.007520300000000001,0.0366431,0.0,0.0,22.0,0,0,1,"(8474091.0, 8477500.0, 8477958.0, 8475690.0, 8471303.0)","(8477497.0, 8477496.0, 8476346.0, 8470966.0, 8474673.0)",
203,1,0.0366431,0.0,0.0,0.007520300000000001,0.0,20.0,1,1,1,"(8477497.0, 8477496.0, 8476346.0, 8470966.0, 8474673.0)","(8474091.0, 8477500.0, 8477958.0, 8475690.0, 8471303.0)",
204,1,0.175271,0.0,0.0,0.115603,0.0,16.0,0,0,0,"(8475763.0, 8475855.0, 8476918.0, 8471717.0, 8476869.0)","(8473533.0, 8468508.0, 8477998.0, 8477845.0, 8476958.0)",
205,0,0.0,0.115603,0.175271,0.0,0.0,16.0,0,0,0,"(8473533.0, 8468508.0, 8477998.0, 8477845.0, 8476958.0)","(8475763.0, 8475855.0, 8476918.0, 8471717.0, 8476869.0)",
206,1,0.11763699999999999,0.0,0.025400799999999998,0.0160362,45.0,10.0,0,0,0,"(8475184.0, 8479353.0, 8476480.0, 8471717.0, 8476869.0)","(8480039.0, 8476858.0, 8476934.0, 8477488.0, 8477845.0)",
207,0,0.0,0.0778672,0.11763699999999999,0.0,27.0,56.0,0,0,0,"(8480039.0, 8476858.0, 8476934.0, 8477488.0, 8477845.0)","(8475184.0, 8479353.0, 8476480.0, 8471717.0, 8476869.0)",
208,0,0.074037,0.0216509,0.0490748,0.0,42.0,28.0,0,0,0,"(8475184.0, 8476459.0, 8476918.0, 8471686.0, 8474031.0)","(8480039.0, 8468508.0, 8477998.0, 8475753.0, 8475177.0)",
209,1,0.0490748,0.0,0.0,0.0216509,11.0,28.0,0,0,0,"(8480039.0, 8468508.0, 8477998.0, 8475753.0, 8475177.0)","(8475184.0, 8476459.0, 8476918.0, 8471686.0, 8474031.0)",
210,0,0.0,0.0,0.237314,0.0646238,0.0,43.0,0,0,0,"(8475692.0, 8476459.0, 8476918.0, 8474090.0, 8471717.0)","(8473533.0, 8468508.0, 8476921.0, 8477488.0, 8475177.0)",
211,1,0.237314,0.011480500000000001,0.0,0.0,0.0,33.0,0,0,0,"(8473533.0, 8468508.0, 8476921.0, 8477488.0, 8475177.0)","(8475692.0, 8476459.0, 8476918.0, 8474090.0, 8471717.0)",
212,1,0.0,0.0,0.0,0.0,0.0,50.0,0,0,0,"(8480078.0, 8476480.0, 8476918.0, 8471686.0, 8476869.0)","(8480039.0, 8476858.0, 8477998.0, 8477488.0, 8477845.0)",
213,0,0.0,0.0,0.0,0.0,0.0,50.0,0,0,0,"(8480039.0, 8476858.0, 8477998.0, 8477488.0, 8477845.0)","(8480078.0, 8476480.0, 8476918.0, 8471686.0, 8476869.0)",
214,0,0.0,0.0,0.0,0.0,0.0,37.0,0,1,0,"(8479353.0, 8475692.0, 8475855.0, 8471717.0, 8476869.0)","(8473533.0, 8468508.0, 8477998.0, 8477488.0, 8476958.0)",
215,1,0.0,0.0,0.0,0.0,0.0,37.0,0,0,0,"(8473533.0, 8468508.0, 8477998.0, 8477488.0, 8476958.0)","(8479353.0, 8475692.0, 8475855.0, 8471717.0, 8476869.0)",
216,0,0.0,0.0,0.0,0.0,20.0,31.0,0,0,0,"(8475184.0, 8479353.0, 8476918.0, 8471686.0, 8480145.0)","(8478427.0, 8475907.0, 8476882.0, 8475753.0, 8475177.0)",
217,1,0.0,0.0,0.0,0.0,20.0,31.0,1,1,1,"(8478427.0, 8475907.0, 8476882.0, 8475753.0, 8475177.0)","(8475184.0, 8479353.0, 8476918.0, 8471686.0, 8480145.0)",
218,1,0.0,0.0,0.0,0.0,16.0,35.0,0,0,0,"(8475184.0, 8476459.0, 8475855.0, 8474090.0, 8477950.0)","(8473533.0, 8468508.0, 8477998.0, 8476462.0, 8476958.0)",
219,0,0.0,0.0,0.0,0.0,16.0,32.0,0,0,0,"(8473533.0, 8468508.0, 8477998.0, 8476462.0, 8476958.0)","(8475184.0, 8476459.0, 8475855.0, 8474090.0, 8477950.0)",
220,0,0.0,0.0,0.0,0.0,35.0,33.0,0,0,0,"(8479353.0, 8475692.0, 8476480.0, 8471717.0, 8476869.0)","(8478027.0, 8480830.0, 8476921.0, 8475177.0, 8477845.0)",
221,1,0.0,0.0,0.0,0.0,0.0,33.0,0,0,0,"(8478027.0, 8480830.0, 8476921.0, 8475177.0, 8477845.0)","(8479353.0, 8475692.0, 8476480.0, 8471717.0, 8476869.0)",
222,0,0.0,0.0,0.0,0.0,5.0,33.0,0,0,1,"(8475763.0, 8476918.0, 8477402.0, 8471686.0, 8480145.0)","(8478027.0, 8480830.0, 8476921.0, 8475753.0, 8475177.0)",
223,1,0.0,0.0,0.0,0.0,5.0,33.0,0,0,1,"(8478027.0, 8480830.0, 8476921.0, 8475753.0, 8475177.0)","(8475763.0, 8476918.0, 8477402.0, 8471686.0, 8480145.0)",
224,0,0.0,0.0,0.0,0.0,14.0,0.0,1,1,1,"(8475184.0, 8476459.0, 8475855.0, 8474031.0, 8476869.0)","(8473533.0, 8468508.0, 8477998.0, 8476462.0, 8476958.0)",
225,1,0.0,0.0,0.0,0.0,14.0,28.0,1,1,1,"(8473533.0, 8468508.0, 8477998.0, 8476462.0, 8476958.0)","(8475184.0, 8476459.0, 8475855.0, 8474031.0, 8476869.0)",
226,0,0.0,0.0,0.0,0.0,9.0,31.0,0,0,0,"(8475692.0, 8475763.0, 8476918.0, 8474090.0, 8480145.0)","(8478427.0, 8475907.0, 8476882.0, 8477488.0, 8475177.0)",
227,1,0.0,0.0,0.0,0.0,9.0,31.0,0,0,0,"(8478427.0, 8475907.0, 8476882.0, 8477488.0, 8475177.0)","(8475692.0, 8475763.0, 8476918.0, 8474090.0, 8480145.0)",
228,0,0.0,0.0,0.260807,0.0,10.0,30.0,0,0,0,"(8466139.0, 8479318.0, 8474589.0, 8468493.0, 8476853.0)","(8473604.0, 8480946.0, 8479337.0, 8470281.0, 8480035.0)",
229,1,0.260807,0.0,0.0,0.0,10.0,0.0,0,0,0,"(8473604.0, 8480946.0, 8479337.0, 8470281.0, 8480035.0)","(8466139.0, 8479318.0, 8474589.0, 8468493.0, 8476853.0)",
230,0,0.0,0.0,0.09320239999999999,0.0,4.0,26.0,0,0,1,"(8466139.0, 8479318.0, 8477953.0, 8479458.0, 8474581.0)","(8473604.0, 8480946.0, 8479337.0, 8470281.0, 8480035.0)",
231,1,0.09320239999999999,0.0,0.0,0.0,4.0,26.0,0,0,0,"(8473604.0, 8480946.0, 8479337.0, 8470281.0, 8480035.0)","(8466139.0, 8479318.0, 8477953.0, 8479458.0, 8474581.0)",
232,1,0.23112,0.0805735,0.0,0.0,4.0,19.0,0,0,1,"(8466139.0, 8479318.0, 8477953.0, 8468493.0, 8476853.0)","(8477401.0, 8477366.0, 8479337.0, 8480172.0, 8476979.0)",
233,0,0.0,0.0,0.23112,0.13641240000000002,4.0,34.0,0,0,0,"(8477401.0, 8477366.0, 8479337.0, 8480172.0, 8476979.0)","(8466139.0, 8479318.0, 8477953.0, 8468493.0, 8476853.0)",
234,1,0.055838900000000004,0.0,0.0,0.0,15.0,0.0,0,0,1,"(8466139.0, 8479318.0, 8477953.0, 8468493.0, 8476853.0)","(8473604.0, 8480946.0, 8479337.0, 8470281.0, 8480035.0)",
235,0,0.0,0.0,0.13641240000000002,0.0,34.0,0.0,0,0,0,"(8473604.0, 8480946.0, 8479337.0, 8470281.0, 8480035.0)","(8466139.0, 8479318.0, 8477953.0, 8468493.0, 8476853.0)",
236,1,0.0,0.0,0.0,0.0,7.0,33.0,0,0,0,"(8475786.0, 8478483.0, 8475166.0, 8468493.0, 8476853.0)","(8473604.0, 8480946.0, 8479337.0, 8470281.0, 8480035.0)",
237,0,0.0,0.0,0.0,0.0,7.0,33.0,0,0,0,"(8473604.0, 8480946.0, 8479337.0, 8470281.0, 8480035.0)","(8475786.0, 8478483.0, 8475166.0, 8468493.0, 8476853.0)",
238,0,0.0,0.0,0.0,0.0,2.0,33.0,0,0,0,"(8466139.0, 8480944.0, 8479318.0, 8478408.0, 8476853.0)","(8475323.0, 8477401.0, 8477366.0, 8470281.0, 8480035.0)",
239,1,0.0,0.0,0.0,0.0,27.0,33.0,0,0,0,"(8475323.0, 8477401.0, 8477366.0, 8470281.0, 8480035.0)","(8466139.0, 8480944.0, 8479318.0, 8478408.0, 8476853.0)",
240,0,0.0,0.0,0.0,0.0,33.0,29.0,0,0,0,"(8475172.0, 8477015.0, 8476410.0, 8478408.0, 8475716.0)","(8473573.0, 8480144.0, 8470543.0, 8470607.0, 8475430.0)",
241,1,0.0,0.0,0.0,0.0,49.0,29.0,0,0,0,"(8473573.0, 8480144.0, 8470543.0, 8470607.0, 8475430.0)","(8475172.0, 8477015.0, 8476410.0, 8478408.0, 8475716.0)",
242,1,0.0,0.0,0.0,0.0,27.0,26.0,0,0,0,"(8475786.0, 8478483.0, 8475166.0, 8479458.0, 8474581.0)","(8477951.0, 8474141.0, 8476438.0, 8480172.0, 8476979.0)",
243,0,0.0,0.0,0.0,0.0,48.0,45.0,0,0,0,"(8477951.0, 8474141.0, 8476438.0, 8480172.0, 8476979.0)","(8475786.0, 8478483.0, 8475166.0, 8479458.0, 8474581.0)",
244,1,0.0,0.0,0.0,0.0,22.0,0.0,0,0,0,"(8466139.0, 8479318.0, 8477953.0, 8476853.0, 8474581.0)","(8473604.0, 8480946.0, 8479337.0, 8470607.0, 8475430.0)",
245,0,0.0,0.0,0.0,0.0,22.0,0.0,0,0,0,"(8473604.0, 8480946.0, 8479337.0, 8470607.0, 8475430.0)","(8466139.0, 8479318.0, 8477953.0, 8476853.0, 8474581.0)",
246,0,0.0,0.0,0.0,0.0,0.0,44.0,0,1,0,"(8474679.0, 8477946.0, 8477511.0, 8479395.0, 8480161.0)","(8471685.0, 8480113.0, 8469454.0, 8470602.0, 8474166.0)",
247,1,0.0,0.0,0.0,0.0,0.0,52.0,0,0,0,"(8471685.0, 8480113.0, 8469454.0, 8470602.0, 8474166.0)","(8474679.0, 8477946.0, 8477511.0, 8479395.0, 8480161.0)",
248,0,0.0,0.0,0.0,0.0,10.0,0.0,0,0,0,"(8476960.0, 8471716.0, 8470598.0, 8475324.0, 8477215.0)","(8471685.0, 8475726.0, 8470604.0, 8476983.0, 8475762.0)",
249,1,0.0,0.0,0.0,0.0,10.0,0.0,0,0,1,"(8471685.0, 8475726.0, 8470604.0, 8476983.0, 8475762.0)","(8476960.0, 8471716.0, 8470598.0, 8475324.0, 8477215.0)",
250,0,0.0,0.0,0.0,0.0,22.0,35.0,0,1,0,"(8474679.0, 8477946.0, 8477511.0, 8475324.0, 8480161.0)","(8471685.0, 8480113.0, 8469454.0, 8474563.0, 8475762.0)",
251,1,0.0,0.0,0.0,0.0,22.0,35.0,1,1,1,"(8471685.0, 8480113.0, 8469454.0, 8474563.0, 8475762.0)","(8474679.0, 8477946.0, 8477511.0, 8475324.0, 8480161.0)",
