,name,enc0,enc1,enc2,enc3,enc4,enc5,enc6,enc7,enc8,enc9,enc10,enc11,enc12,enc13,enc14,enc15,pred0,pred1,pred2,pred3,pred4,pred5,pred6,pred7,pred8,pred9,pred10,pred11,pred12,pred13,pred14,pred15,pred16,pred17,pred18,pred19,pred20,pred21,pred22,pred23,pred24,pred25,pred26,pred27,pred28,pred29,pred30,pred31,pred32,pred33,pred34,pred35,pred36,pred37,pred38,pred39,pred40,pred41,pred42,pred43,pred44,pred45,pred46,pred47,pred48,pred49,pred50,pred51,pred52,pred53,pred54,pred55,pred56,pred57,pred58,pred59,pred60,pred61,pred62,pred63,pred64,pred65,pred66,pred67,pred68,pred69,pred70,pred71,pred72,pred73,pred74,pred75,act0,act1,act2,act3,act4,act5,act6,act7,act8,act9,act10,act11,act12,act13,act14,act15,act16,act17,act18,act19,act20,act21,act22,act23,act24,act25,act26,act27,act28,act29,act30,act31,act32,act33,act34,act35,act36,act37,act38,act39,act40,act41,act42,act43,act44,act45,act46,act47,act48,act49,act50,act51,act52,act53,act54,act55,act56,act57,act58,act59,act60,act61,act62,act63,act64,act65,act66,act67,act68,act69,act70,act71,act72,act73,act74,act75
39,BRYAN.LITTLE,270.3785095214844,268.9181213378906,142.65843200683594,146.11843872070312,105.91043090820312,165.86880493164062,0.0,1031.461181640625,37.78650665283203,129.65682983398438,0.0,0.0,216.8274383544922,0.0,145.1955108642578,0.0,49.19593048095703,41.68754196166992,49.05280303955078,44.65571975708008,46.05868911743164,2.452540874481201,-1.0506428480148315,21.15092658996582,28.751052856445312,34.07464599609375,39.693546295166016,47.96623229980469,50.95524215698242,0.22265414893627167,6.531270503997803,-1.366258978843689,-1.89344322681427,-6.683652400970459,-8.523347854614258,4.744352340698242,87.07547760009766,25.057186126708984,76.49654388427734,1024.0194091796875,1.2624667882919312,-3.8834948539733887,-4.462493419647217,-7.943214416503906,0.5603158473968506,-4.983073711395264,1.564353585243225,-4.531330585479736,1.7777056694030762,-0.1150992214679718,5.270354270935059,-2.5819637775421143,-1.179940938949585,0.15144626796245575,-2.6936583518981934,15.920929908752441,17.984922409057617,11.635720252990723,46.33820343017578,119.12244415283203,170.66091918945312,205.02101135253906,15.87300968170166,6.232806205749512,10.747398376464844,3.416311502456665,33.9389762878418,31.46378517150879,37.91399002075195,62.951759338378906,74.55176544189453,11.278912544250488,11.520747184753418,5.827428340911865,3.298887252807617,3.504990577697754,524.9677734375,494.8439636230469,39.084556579589844,14.928770065307617,25.878820419311523,15.754569053649902,14.223186492919922,12.218607902526855,53.00550079345703,24.061473846435547,30.161108016967773,34.47747039794922,82.69588470458984,88.40338897705078,53.624053955078125,3.6345338821411133,44.01,45.83,46.76,47.07,44.33,2.35,2.99,29.79,35.21,41.5,47.26,54.65,61.45,2.21,2.78,-0.64,-5.42,-5.76,-6.8,-0.57,91.49,30.0,82.0,1027.53,-0.6,-3.31,-3.56,-4.5,-0.3,-0.15,0.46,-0.46,2.85,-0.43,3.13,-1.48,3.02,-0.05,0.25,15.0,16.0,10.0,41.0,126.0,164.0,197.0,12.32,11.9,9.15,7.51,29.0,21.0,36.0,62.0,45.0,13.0,18.0,0.0,0.0,5.0,526.0,476.0,50.0,12.53,25.97,14.08,17.67,10.79,57.46,35.02,33.08,31.9,66.0,89.0,57.42,0.0
40,CALLE.JARNKROK,153.66636657714844,493.7685852050781,64.3402099609375,115.44648742675781,129.59136962890625,67.41707611083984,0.0,812.7293090820312,52.318111419677734,110.97134399414062,0.0,0.0,167.56640625,0.0,110.9477767944336,0.0,47.5296630859375,43.58089065551758,48.507659912109375,47.24873352050781,51.497623443603516,0.14679133892059326,-2.1536529064178467,21.701692581176758,30.080860137939453,39.0387077331543,40.85789489746094,49.529380798339844,47.4912109375,2.474090576171875,8.070289611816406,-2.3583357334136963,-0.33886489272117615,-1.0632398128509521,-7.743380546569824,5.029168605804443,89.2966537475586,24.157203674316406,74.55819702148438,964.1776123046875,-0.4961743950843811,-3.370675802230835,-1.03279447555542,-5.020549297332764,-0.10458369553089142,-5.1250457763671875,2.813762903213501,-4.168345928192139,-3.327094554901123,1.0193108320236206,5.58893346786499,0.439605176448822,-2.6670444011688232,-5.292081356048584,-2.903165817260742,13.44262981414795,14.259817123413086,14.622635841369629,33.85935592651367,103.18085479736328,144.0304412841797,184.99835205078125,15.264931678771973,7.657557487487793,13.46920108795166,3.928490400314331,31.81533432006836,26.667593002319336,30.840585708618164,75.9986343383789,85.65282440185547,13.66145133972168,11.6326322555542,5.954671382904053,-2.5254857540130615,4.224349021911621,163.01214599609375,177.14158630371094,-1.5804327726364136,13.513347625732422,26.179237365722656,13.8372163772583,14.044008255004883,14.934423446655273,53.525760650634766,26.02610969543457,32.04500198364258,32.621280670166016,82.69245147705078,79.93993377685547,50.468143463134766,-1.4704179763793945,57.22,50.86,51.06,51.35,49.4,2.52,1.88,30.36,29.34,42.2,40.45,56.61,53.62,2.19,2.24,0.64,1.03,1.75,2.98,-0.05,93.58,26.0,79.0,961.48,0.24,-1.54,-1.98,-1.44,-0.07,0.05,-0.18,-1.85,-0.31,-2.3,-0.32,-2.38,-0.95,-0.22,-0.16,10.0,7.0,9.0,26.0,106.0,145.0,196.0,10.9,9.43,6.9,7.52,22.0,21.0,25.0,56.0,79.0,6.0,13.0,0.0,0.0,7.0,166.0,165.0,1.0,12.17,25.49,14.17,19.35,14.01,52.48,31.54,33.82,34.65,93.0,82.0,46.86,0.0
41,CARL.SODERBERG,256.0679626464844,302.15802001953125,198.7628173828125,197.13584899902344,172.35679626464844,202.15480041503906,0.0,1114.3807373046875,63.091129302978516,167.0057830810547,0.0,0.0,162.74598693847656,0.0,100.8733139038086,0.0,54.97211456298828,50.42277908325195,50.81258010864258,54.62415313720703,55.17856216430664,-0.5624309778213501,3.589996814727783,33.223655700683594,33.089691162109375,49.35435485839844,46.90262222290039,61.023345947265625,54.9637336730957,5.346141815185547,0.7032294869422913,-1.738992691040039,-0.2751089930534363,4.6826171875,2.2833237648010254,1.6886117458343506,91.78608703613281,27.448246002197266,81.87787628173828,1042.0242919921875,-3.3872647285461426,-0.9933528304100037,2.4707889556884766,-2.062027931213379,-3.405177593231201,2.006723165512085,2.6694071292877197,1.5201119184494019,-3.180576801300049,4.0044965744018555,2.1657369136810303,3.162473678588867,-2.497267246246338,-2.0638046264648438,-3.9863154888153076,21.759544372558594,16.640953063964844,16.66316795349121,48.720035552978516,178.92477416992188,243.19973754882812,312.6844787597656,18.66472053527832,6.313596248626709,11.742199897766113,3.9587090015411377,44.445716857910156,36.81803894042969,41.88307189941406,85.73365020751953,93.51268768310547,16.799118041992188,18.140060424804688,2.8738608360290527,-2.936826467514038,2.8414900302886963,532.41845703125,551.4508056640625,-18.263111114501953,14.576983451843262,27.259912490844727,15.80224323272705,21.22553253173828,10.287931442260742,55.07746505737305,39.312530517578125,33.5808219909668,30.260398864746094,83.6264419555664,86.75849914550781,55.02922439575195,-3.6749300956726074,49.59,50.58,49.55,49.2,50.82,2.65,2.69,30.99,30.28,41.49,42.25,57.51,59.37,2.35,2.27,-0.04,0.71,-0.76,-1.87,0.08,91.1,32.0,82.0,1023.6,0.13,-0.02,-1.22,-1.15,0.06,0.33,0.2,-0.43,-0.42,-0.57,0.64,0.6,1.75,0.04,-0.02,23.0,15.0,11.0,49.0,188.0,242.0,314.0,21.06,12.23,9.5,8.7,67.0,26.0,49.0,99.0,98.0,13.0,22.0,0.0,0.0,9.0,528.0,542.0,-14.0,12.48,26.59,10.22,16.22,13.14,60.42,26.0,34.15,39.84,89.0,99.0,52.66,1.0
42,CASEY.CIZIKAS,220.62884521484375,198.44078063964844,137.26889038085938,149.272216796875,129.7979278564453,138.4254150390625,0.0,965.5516357421875,109.65947723388672,158.3693389892578,0.0,0.0,194.47012329101562,0.0,97.9063949584961,0.0,50.84938430786133,50.55291748046875,48.970909118652344,54.08622360229492,55.20902633666992,-1.9980998039245605,2.4115355014801025,33.04869079589844,33.058231353759766,46.88874435424805,51.91065216064453,59.30780029296875,55.83881378173828,6.8379411697387695,-0.04860169440507889,-0.7409883141517639,-5.662703990936279,6.6125335693359375,-0.0780055895447731,3.945485830307007,91.50253295898438,31.154558181762695,74.41606903076172,846.5956420898438,-3.4608771800994873,-3.2933003902435303,-0.37990808486938477,-2.8887383937835693,-6.888469696044922,0.8363350629806519,4.546005725860596,0.5605456233024597,-3.0720102787017822,1.3476924896240234,2.347949504852295,-0.4801114797592163,-4.014064311981201,-6.282918930053711,-1.5955922603607178,11.012989044189453,7.940157413482666,16.793132781982422,27.73330307006836,105.78252410888672,139.08624267578125,182.87738037109375,12.653361320495605,8.566739082336426,9.921631813049316,2.554872989654541,47.49345016479492,19.645450592041016,31.34588050842285,102.10150909423828,90.6395492553711,14.556714057922363,13.47877311706543,4.344828128814697,-3.0402605533599854,-0.6839972734451294,508.5725402832031,520.0997924804688,-16.85004997253418,14.619195938110352,22.043899536132812,14.542257308959961,24.73379135131836,13.068560600280762,56.60627746582031,40.19646072387695,36.001319885253906,32.89739227294922,73.49347686767578,67.17671966552734,54.38468551635742,-4.627758026123047,60.32,48.62,49.13,47.64,53.44,2.34,1.54,26.24,27.73,37.33,38.65,49.62,54.53,2.28,1.99,0.8,-1.49,-1.31,-4.91,0.29,94.44,27.0,73.0,827.95,0.38,0.05,0.6,-0.51,0.14,0.11,-0.27,-0.84,-0.89,-0.71,-1.31,-1.49,-0.97,0.0,-0.14,20.0,10.0,3.0,33.0,111.0,139.0,170.0,13.99,18.02,14.39,10.06,68.0,34.0,44.0,129.0,95.0,13.0,18.0,0.0,0.0,5.0,497.0,516.0,-19.0,11.34,23.06,9.02,22.25,15.72,53.01,20.33,41.87,37.8,71.0,59.0,45.38,1.0
43,CASEY.MITTELSTADT,109.61495971679688,359.8623962402344,22.269094467163086,152.74513244628906,169.61199951171875,69.85152435302734,0.0,813.95068359375,61.39423751831055,84.47423553466797,0.0,0.0,73.85426330566406,0.0,53.60633087158203,0.0,47.30289840698242,43.986045837402344,48.2213134765625,42.430110931396484,45.46630096435547,1.0776382684707642,0.9408336877822876,22.782304763793945,28.066627502441406,35.88163375854492,37.412315368652344,47.97752380371094,53.62661361694336,1.7202216386795044,7.567311763763428,-1.5508414506912231,-1.782396674156189,-7.126983642578125,-8.578514099121094,1.9130604267120361,89.65769958496094,18.73313331604004,63.297420501708984,856.2684326171875,0.17078667879104614,-1.9267637729644775,-3.129815101623535,-2.9710030555725098,2.523761510848999,-4.360560894012451,0.5857096910476685,-2.6788740158081055,-0.11824053525924683,0.6514037847518921,3.8334407806396484,0.1272464245557785,0.9009984731674194,1.370205044746399,-0.7432923316955566,15.28310775756836,14.448065757751465,8.371453285217285,38.935020446777344,114.9469985961914,160.94989013671875,202.45669555664062,13.714683532714844,8.083450317382812,9.851130485534668,5.521103858947754,21.46219825744629,31.517070770263672,33.780609130859375,40.26549530029297,63.46299362182617,8.828474998474121,10.09406566619873,2.961723566055298,1.154900312423706,6.386818885803223,209.4616241455078,331.92730712890625,-114.92735290527344,13.230267524719238,27.66962242126465,16.329666137695312,12.603143692016602,9.038122177124023,56.689754486083984,28.53558349609375,33.43186569213867,26.9715576171875,64.5582504272461,71.95182037353516,51.41535949707031,0.9589987993240356,42.76,47.78,46.95,47.91,44.08,2.24,3.0,30.02,32.81,40.51,45.77,53.19,57.82,1.95,2.48,-0.76,-2.79,-5.27,-4.63,-0.53,90.87,19.0,77.0,858.77,-0.22,-1.15,-3.89,-3.11,-0.26,0.05,0.26,-1.22,-0.06,-2.25,1.65,-2.0,1.11,-0.21,0.05,12.0,6.0,7.0,25.0,118.0,157.0,196.0,11.7,10.17,7.64,7.45,16.0,39.0,31.0,30.0,49.0,5.0,17.0,0.0,0.0,12.0,213.0,323.0,-110.0,11.15,22.73,18.98,13.77,4.68,62.58,48.07,32.9,19.03,45.0,77.0,63.11,1.0
44,CEDRIC.PAQUETTE,250.08883666992188,295.3896484375,154.38052368164062,148.61134338378906,120.05368041992188,117.92333984375,0.0,873.6591186523438,131.7079315185547,207.2892608642578,0.0,0.0,271.79486083984375,0.0,93.29047393798828,0.0,53.73857879638672,46.714210510253906,44.9219856262207,62.72920227050781,55.04684829711914,-2.941138505935669,4.889742374420166,38.928653717041016,33.34721755981445,50.81007385253906,56.16668701171875,64.28462219238281,55.68069076538086,9.64823055267334,-12.102398872375488,-4.507742881774902,-8.704296112060547,10.88151741027832,3.802086591720581,2.2693026065826416,87.354736328125,41.80509948730469,89.94322967529297,801.0020141601562,-8.371256828308105,-2.9450197219848633,-0.573854386806488,-9.144636154174805,-11.412700653076172,8.518972396850586,8.929377555847168,5.962767601013184,-1.4787092208862305,3.1057326793670654,-1.2029528617858887,-5.761632442474365,-4.1525468826293945,-5.038877964019775,-6.770517826080322,6.659938812255859,0.6927740573883057,12.966936111450195,10.233985900878906,92.89250183105469,111.97117614746094,145.40716552734375,3.035606622695923,-0.3471336364746094,4.534425258636475,3.2374491691589355,61.9856071472168,5.039284706115723,20.69510269165039,182.6258544921875,128.52621459960938,18.46038246154785,17.096553802490234,1.6612002849578857,1.1245869398117065,-7.06832218170166,420.7821044921875,365.9191589355469,38.262001037597656,11.418886184692383,15.48825454711914,10.159197807312012,29.63304328918457,7.138330936431885,62.22018814086914,44.38294219970703,35.69253158569336,37.22080612182617,80.0509033203125,63.14645004272461,52.60218811035156,-9.045088768005371,51.55,48.96,49.03,47.89,50.06,2.33,2.19,28.1,29.3,38.89,40.43,50.56,55.01,2.07,2.07,0.14,-1.19,-1.54,-4.44,0.01,92.52,25.0,80.0,786.88,-0.55,-3.17,-4.39,-8.62,-0.3,-0.64,-0.09,-3.24,-0.07,-4.26,0.13,-6.76,1.86,-0.37,-0.06,13.0,3.0,1.0,17.0,87.0,118.0,142.0,9.74,14.94,11.02,8.25,61.0,12.0,21.0,269.0,113.0,30.0,23.0,2.0,2.0,-7.0,404.0,364.0,40.0,9.84,20.63,9.96,18.76,14.72,56.55,24.63,37.08,38.29,74.0,70.0,48.61,1.0
45,CHANDLER.STEPHENSON,84.40309143066406,386.00115966796875,9.567108154296875,58.823387145996094,83.95362091064453,7.333171367645264,0.0,545.9850463867188,108.35832977294922,58.74778366088867,0.0,0.0,143.13470458984375,0.0,82.58604431152344,0.0,40.38003921508789,44.355926513671875,45.34482192993164,41.09210205078125,45.85710525512695,0.10474583506584167,-2.8926894664764404,20.387834548950195,26.559528350830078,32.31185531616211,37.03837585449219,44.75080871582031,52.40858840942383,2.277894973754883,8.446280479431152,-1.428025245666504,-4.493946075439453,-4.510325908660889,-10.582647323608398,3.697796583175659,89.9366226196289,21.932615280151367,54.889617919921875,650.8336181640625,0.11716663837432861,-3.7613625526428223,-5.227707386016846,-1.646388292312622,0.5231344103813171,-7.0615973472595215,1.6879761219024658,-3.123281717300415,-0.3733062148094177,-1.4799199104309082,4.039424896240234,-3.112088918685913,0.9208900332450867,-3.534505605697632,2.6428301334381104,3.288595199584961,5.668867588043213,6.720462799072266,14.212120056152344,36.70424270629883,54.582489013671875,67.92314147949219,8.383960723876953,11.804981231689453,5.685131549835205,6.113187789916992,23.388547897338867,12.191431045532227,20.557933807373047,63.712257385253906,63.467594146728516,5.773943901062012,3.38791561126709,3.8494555950164795,0.9422748684883118,2.6224310398101807,52.839263916015625,58.64585494995117,-3.7363197803497314,11.85923957824707,22.73737907409668,13.052384376525879,12.708346366882324,14.726760864257812,57.51685333251953,24.3492374420166,34.81425094604492,31.09096908569336,55.120208740234375,51.63468933105469,46.45838928222656,0.3881681263446808,34.2,45.36,45.71,46.07,44.1,1.27,2.44,24.55,29.58,35.92,42.67,49.58,58.04,1.96,2.49,-1.17,-5.03,-6.74,-8.47,-0.53,91.74,24.0,64.0,655.42,-1.69,-4.07,-5.88,-7.4,-0.25,-1.6,0.09,-4.96,-0.89,-6.12,-0.24,-7.27,0.13,-0.37,-0.12,5.0,4.0,2.0,11.0,36.0,50.0,65.0,5.34,13.89,10.0,10.68,33.0,11.0,18.0,38.0,66.0,0.0,7.0,0.0,0.0,7.0,47.0,48.0,-1.0,10.24,21.45,12.34,20.28,12.47,54.91,29.54,38.43,32.03,39.0,36.0,48.0,1.0
46,CHARLIE.COYLE,187.95318603515625,437.1784362792969,91.00447845458984,177.2819366455078,177.37091064453125,109.56118774414062,0.0,1006.8529663085938,33.41697692871094,143.57923889160156,0.0,0.0,148.67440795898438,0.0,89.25568389892578,0.0,50.9869270324707,46.8317756652832,48.44655990600586,49.4737548828125,52.24452590942383,0.2172074317932129,1.1887201070785522,26.98196792602539,32.07292556762695,43.45097732543945,43.08833694458008,53.60044479370117,50.982032775878906,3.266120195388794,4.6887102127075195,-1.2048635482788086,0.382491797208786,0.7823669910430908,-3.118739366531372,2.351651430130005,89.47018432617188,23.414766311645508,82.80684661865234,1077.38671875,-1.4658290147781372,-2.147784471511841,1.6003403663635254,-3.305058717727661,-1.4486535787582397,-0.8780010342597961,1.2852094173431396,-1.795791506767273,-3.7287628650665283,1.979096531867981,3.5202131271362305,2.8349788188934326,-2.3884947299957275,-3.4205636978149414,-3.409264326095581,18.323646545410156,16.972204208374023,16.338594436645508,44.27042770385742,146.9036102294922,201.4109344482422,260.83892822265625,17.756654739379883,7.544508934020996,13.38980484008789,4.087553024291992,39.72032165527344,34.97109603881836,38.61111068725586,80.54070281982422,93.69925689697266,16.169586181640625,16.9112491607666,4.266428470611572,-3.9134864807128906,4.164339065551758,322.828369140625,393.34136962890625,-63.81110382080078,14.028709411621094,27.33560562133789,14.396486282348633,17.296804428100586,12.370420455932617,52.473480224609375,32.91442108154297,32.2313117980957,30.07776641845703,87.08283233642578,89.47756958007812,51.58652114868164,-1.8717795610427856,48.83,53.71,52.95,51.72,54.13,2.46,2.58,32.34,27.87,43.96,39.06,58.95,55.03,2.41,2.05,-0.12,4.47,4.9,3.92,0.37,90.73,26.0,81.0,1077.1,-0.09,1.0,1.14,0.83,0.02,0.22,0.31,0.84,-0.15,0.46,-0.67,1.43,0.6,0.04,0.02,12.0,11.0,11.0,34.0,155.0,209.0,258.0,15.26,7.74,5.74,7.3,56.0,43.0,42.0,77.0,69.0,10.0,18.0,0.0,0.0,8.0,322.0,380.0,-58.0,13.3,27.48,12.97,18.46,10.66,57.92,33.9,35.0,31.1,87.0,87.0,50.0,0.0
47,CHRIS.KREIDER,148.90512084960938,721.560791015625,150.31488037109375,189.3885040283203,204.07452392578125,104.33495330810547,0.0,874.2276000976562,48.538639068603516,150.4577178955078,0.0,0.0,121.4850845336914,0.0,84.59835815429688,0.0,57.165679931640625,50.40252685546875,50.71064758300781,57.33602523803711,56.45053482055664,0.7094202637672424,3.9961371421813965,34.40817642211914,34.79899978637695,50.679405212402344,48.387062072753906,61.9199333190918,51.3599853515625,4.192322731018066,-0.8608415126800537,-0.22544631361961365,2.1553213596343994,7.613236904144287,6.696339130401611,1.2153712511062622,88.75223541259766,27.000823974609375,89.02926635742188,1095.7674560546875,-2.4662978649139404,-0.5489477515220642,5.617467403411865,-3.0970466136932373,-4.765410900115967,4.060694217681885,1.4258337020874023,1.1768250465393066,-3.8578264713287354,3.643322706222534,0.7944269776344299,4.642096519470215,-4.6258392333984375,-3.167994976043701,-5.805281639099121,22.114843368530273,15.807821273803711,16.16082763671875,45.93537139892578,195.94932556152344,264.77630615234375,342.3663635253906,20.324859619140625,3.7757790088653564,13.155868530273438,2.986931085586548,40.92564010620117,37.50538635253906,37.574058532714844,114.16905212402344,113.75398254394531,19.71381950378418,23.5509033203125,3.8993923664093018,-4.0738844871521,2.2594923973083496,31.820701599121094,50.747947692871094,-18.137428283691406,13.986109733581543,24.752473831176758,13.727529525756836,22.291351318359375,9.253640174865723,53.007850646972656,40.826045989990234,32.35884094238281,30.40339469909668,92.58750915527344,92.25431823730469,53.43880081176758,-2.255415439605713,57.25,50.16,50.24,49.07,54.04,3.29,2.46,30.48,30.29,42.28,41.87,54.52,56.59,2.69,2.29,0.83,0.19,0.41,-2.07,0.4,91.88,27.0,79.0,1083.08,1.15,4.32,6.62,7.01,0.59,1.03,-0.13,2.41,-1.9,3.62,-3.01,3.57,-3.45,0.3,-0.29,28.0,11.0,13.0,52.0,201.0,279.0,323.0,26.4,13.93,10.04,9.46,49.0,52.0,31.0,159.0,82.0,21.0,6.0,1.0,0.0,-16.0,27.0,45.0,-18.0,13.71,28.45,13.16,21.36,10.52,54.96,31.27,38.85,29.89,101.0,85.0,45.7,1.0
48,CHRIS.TIERNEY,259.38482666015625,270.609375,117.06304931640625,143.26295471191406,107.6785888671875,150.554443359375,0.0,1077.5552978515625,29.182302474975586,130.15460205078125,0.0,0.0,225.9078826904297,0.0,147.85565185546875,0.0,47.54014587402344,44.52913284301758,50.70489501953125,42.484439849853516,48.54114532470703,0.4570000171661377,-1.624765396118164,20.56536102294922,28.605792999267578,34.8816032409668,41.59714126586914,47.76477813720703,51.82817459106445,1.9019981622695923,10.801615715026855,-0.4168689548969269,-3.5457041263580322,-4.971574783325195,-10.020747184753418,6.603034973144531,90.09793090820312,24.027523040771484,78.89008331298828,1080.0240478515625,1.5446548461914062,-4.60231351852417,-5.13671350479126,-4.757766246795654,0.3614092469215393,-8.248891830444336,2.143155813217163,-6.0865678787231445,-0.5609179735183716,-0.6678217053413391,6.907656669616699,-1.1469975709915161,-2.232804536819458,-2.9563565254211426,0.14452826976776123,14.92938232421875,16.644241333007812,15.269879341125488,45.24983215332031,110.69407653808594,158.220947265625,195.37973022460938,18.44711685180664,10.422560691833496,12.992945671081543,2.396468162536621,37.25856399536133,33.40454864501953,41.4727668762207,59.26699447631836,77.44209289550781,11.928193092346191,9.734326362609863,7.421023845672607,0.48720306158065796,4.617762565612793,541.96337890625,533.0379638671875,19.457815170288086,16.453018188476562,27.35618782043457,17.545591354370117,14.953634262084961,16.01532554626465,52.116455078125,24.8675594329834,32.23456954956055,33.39392852783203,87.77796936035156,89.79176330566406,54.147125244140625,1.8710585832595825,41.55,42.35,42.12,41.71,43.53,2.53,3.56,27.72,37.73,37.43,51.44,49.71,69.49,2.32,3.02,-1.03,-10.01,-14.0,-19.77,-0.69,90.56,24.0,81.0,1068.2,-0.26,-2.69,-4.23,-5.28,-0.27,0.04,0.3,-0.52,2.18,-1.73,2.51,-2.31,2.97,0.03,0.3,9.0,23.0,16.0,48.0,116.0,148.0,189.0,13.06,7.76,6.08,8.82,54.0,61.0,53.0,30.0,74.0,8.0,13.0,0.0,0.0,5.0,531.0,512.0,19.0,13.19,26.65,13.11,15.91,12.8,58.18,28.86,35.05,36.1,83.0,66.0,44.3,1.0
49,CHRISTOFFER.EHN,86.42543029785156,344.9183044433594,34.51176834106445,66.11354064941406,91.03766632080078,26.92121696472168,0.0,548.678466796875,129.42999267578125,83.11185455322266,0.0,0.0,133.6061553955078,0.0,71.0267562866211,0.0,42.62963104248047,44.94762420654297,45.63815689086914,45.548377990722656,49.142948150634766,-2.115658760070801,0.6524081826210022,24.745027542114258,27.626346588134766,38.73907470703125,41.31427001953125,48.80172348022461,49.90492248535156,5.373022556304932,4.6843953132629395,-2.20037841796875,-4.493529796600342,1.1138535737991333,-5.977151870727539,3.3060503005981445,87.86735534667969,25.33929443359375,55.245479583740234,596.6008911132812,-2.5718374252319336,-2.660719156265259,-2.1883368492126465,-2.166544198989868,-1.9652540683746338,-3.0613691806793213,3.801567554473877,-1.7106038331985474,-3.875528335571289,0.051106274127960205,2.6282296180725098,-1.5441023111343384,-2.184882879257202,-4.7512712478637695,-0.3195999562740326,4.801162242889404,2.6927289962768555,9.061129570007324,9.729792594909668,47.6069221496582,62.44053649902344,84.81217956542969,6.983103275299072,8.094378471374512,8.869878768920898,4.375589847564697,28.532270431518555,11.002859115600586,17.615705490112305,78.2293472290039,70.67025756835938,9.69965648651123,6.050370693206787,3.5745010375976562,-2.168025493621826,1.1303867101669312,86.63370513916016,97.18505859375,-8.325494766235352,11.345132827758789,21.407075881958008,12.857306480407715,16.72079086303711,13.081015586853027,56.04866027832031,30.03508186340332,34.44996643066406,30.494295120239258,54.725379943847656,45.39022445678711,46.978912353515625,-4.447343349456787,38.85,41.41,41.6,41.68,39.99,1.24,1.95,23.66,33.48,32.12,45.09,44.46,62.2,1.81,2.72,-0.71,-9.82,-12.96,-17.74,-0.91,94.16,22.0,60.0,582.57,0.04,-2.92,-3.74,-7.42,-0.2,-0.73,-0.77,-2.96,-0.04,-4.67,-0.93,-5.27,2.15,-0.22,-0.03,3.0,2.0,4.0,9.0,49.0,65.0,92.0,3.66,6.12,4.62,5.63,39.0,15.0,10.0,70.0,77.0,3.0,8.0,0.0,0.0,5.0,84.0,93.0,-9.0,9.71,19.83,10.08,19.64,14.54,55.74,21.75,38.45,39.81,70.0,36.0,33.96,1.0
50,CLARK.BISHOP,26.993316650390625,126.39030456542969,59.84740447998047,25.67722511291504,69.22624206542969,48.098548889160156,0.0,319.87945556640625,243.6114044189453,27.888214111328125,0.0,0.0,36.87236022949219,0.0,48.603370666503906,0.0,46.080318450927734,47.9457893371582,50.128238677978516,51.30266189575195,51.44403076171875,-0.3883732259273529,0.5945206880569458,27.937875747680664,30.053895950317383,40.69521713256836,45.09894943237305,54.47053909301758,55.454811096191406,4.264134407043457,2.519170045852661,-2.3982443809509277,-4.933626174926758,-0.3492998480796814,-5.267319202423096,3.206892967224121,94.84632873535156,27.20726203918457,22.057498931884766,180.6814727783203,-1.9262173175811768,-2.273761749267578,-3.0598626136779785,-3.3971033096313477,-2.0598666667938232,-2.2871885299682617,4.088808059692383,-0.6823469400405884,-0.7775928378105164,-0.05624843016266823,1.8203668594360352,-3.5920372009277344,-1.5633502006530762,-2.988969087600708,-0.7685508131980896,2.261629581451416,0.09288396686315536,3.903186082839966,2.9159512519836426,22.399494171142578,29.28114891052246,37.22867965698242,2.4802753925323486,7.183263301849365,6.591150283813477,5.225546360015869,7.877415180206299,0.4843544065952301,6.323452472686768,34.5300178527832,26.712562561035156,2.597012519836426,1.2629387378692627,2.445981979370117,0.880086362361908,0.8867344856262207,72.80841064453125,84.4397964477539,-10.686555862426758,11.171480178833008,20.424428939819336,14.121024131774902,17.89276885986328,10.296972274780273,65.09082794189453,34.04865646362305,38.17624282836914,32.34497833251953,18.74958610534668,13.897223472595215,53.80781555175781,-2.301265001296997,42.0,50.77,50.28,50.84,51.25,2.66,3.67,32.46,31.48,46.25,45.73,62.93,60.86,2.71,2.58,-1.01,0.98,0.52,2.08,0.13,88.35,22.0,20.0,181.35,-0.89,-3.17,-6.13,-7.24,-0.23,0.42,1.3,-0.13,3.04,-1.17,4.96,-0.25,6.99,-0.1,0.13,1.0,2.0,0.0,3.0,16.0,24.0,37.0,1.4,6.25,4.17,5.83,5.0,5.0,5.0,39.0,31.0,3.0,3.0,0.0,0.0,0.0,69.0,78.0,-9.0,9.07,19.36,14.74,14.34,4.78,66.14,39.24,37.34,23.42,14.0,17.0,54.84,1.0
